om_nombreVia;om_longitudVia;om_tipoVia;om_tieneCodigoVia;om_puntoFinalVia_long;om_puntoFinalVia_lat;om_puntoInicioVia_lat;om_puntoInicioVia_long;om_puntoMedioVia_lat;om_puntoMedioVia_long;om_situadaEnBarrio_label
Felix Candela Rodriguez;282.1;Calle;4117;-6.367342;39.459583;39.458883;-6.370442;39.459531;-6.369213;
Felipe Sarro Lara;230.56;Calle;4114;-6.367442;39.458783;39.458483;-6.370142;39.458729;-6.36879;
Patricio Fernandez;87.45;Calle;4118;-6.368742;39.459583;39.458683;-6.368842;39.459125;-6.368775;
Juanito Barra;87.33;Calle;4115;-6.368042;39.459583;39.458683;-6.368242;39.459129;-6.368147;
Mariano Carbajo De Sande;79.98;Calle;4116;-6.369342;39.459483;39.458683;-6.369442;39.45912;-6.36938;
Joaquin Turina;490.36;Calle;4109;-6.360742;39.457283;39.453383;-6.363642;39.455188;-6.362416;
De Las Arenas;3072.87;Avda;4143;-6.388542;39.471283;39.461883;-6.421842;39.466842;-6.402249;
Atenas;196.14;Calle;4144;-6.382542;39.460483;39.459983;-6.384542;39.460258;-6.383469;
Clavel;396.79;Calle;3464;-6.401242;39.465783;39.462583;-6.403742;39.464189;-6.402487;
Socrates;570.51;Calle;4165;-6.351542;39.492983;39.489783;-6.356342;39.49151;-6.354427;
Darwin;121.12;Calle;4163;-6.358842;39.485283;39.484483;-6.359942;39.484875;-6.359364;
Santo Tomas De Aquino;284.9;Calle;4158;-6.359842;39.485883;39.484583;-6.362242;39.485803;-6.36098;
San Agustin;284.59;Calle;4159;-6.358442;39.488083;39.486183;-6.359842;39.486928;-6.35974;
Ortega Y Gasset;228.57;Calle;4157;-6.357442;39.488783;39.487383;-6.359542;39.488071;-6.358499;
Kant;77;Calle;4160;-6.357042;39.487183;39.486583;-6.357842;39.486903;-6.357462;
Tolstoi;77;Calle;4161;-6.356242;39.487983;39.487383;-6.356942;39.487694;-6.356595;
Kafka;78.44;Calle;4162;-6.355342;39.488783;39.488183;-6.356142;39.488457;-6.355682;
Pascal;340;Calle;4164;-6.355342;39.488283;39.485883;-6.357942;39.487136;-6.356581;
Aristoteles;414.5;Calle;4167;-6.349842;39.491483;39.488783;-6.353442;39.490152;-6.351363;
Muñoz Torrero;206.77;Calle;3868;-6.369242;39.468283;39.466383;-6.370042;39.46736;-6.369615;
Beethoven;211.83;Calle;4103;-6.362642;39.455683;39.454683;-6.364942;39.455172;-6.363706;
Vivaldi;211.39;Calle;4100;-6.362042;39.454783;39.453783;-6.364242;39.454311;-6.363088;
Strauss;109.26;Calle;4104;-6.361242;39.455683;39.455083;-6.362442;39.45541;-6.361873;
Puccini;212.05;Calle;4108;-6.361242;39.453883;39.452683;-6.363242;39.453273;-6.362186;
Madrid;298.38;Calle;3235;-6.390242;39.445683;39.443383;-6.391042;39.444748;-6.390394;
Nuestra Señora De La Montaña;27.78;Calle;3580;-6.368342;39.476383;39.476083;-6.368742;39.476228;-6.36856;
Mar Jonico;192;Calle;3406;-6.366042;39.452883;39.452483;-6.368142;39.452674;-6.36717;
Pedro Ulloa Golfin;325.57;Calle;3319;-6.359642;39.492383;39.491383;-6.363142;39.492141;-6.3616;
Botanico Rivas Mateos;225.06;Calle;3566;-6.380042;39.475083;39.473683;-6.381842;39.474442;-6.38124;
Mar Egeo;86.29;Calle;3207;-6.365942;39.452283;39.451983;-6.366942;39.452161;-6.3664;
Concepcion Arenal;444.29;Calle;3976;-6.371042;39.482583;39.480383;-6.375142;39.496328;-6.368256;
Ravel;245.99;Calle;4105;-6.365242;39.459683;39.458283;-6.366342;39.459129;-6.365381;
Miguel Cordero Del Campillo;288.86;Calle;3920;-6.349042;39.475683;39.474483;-6.352142;39.475384;-6.350458;
Felipe Uribarri Vergel;71.8;Calle;3572;-6.373742;39.473883;39.473483;-6.374542;39.473679;-6.374155;
Sanchez Varona;42.48;Calle;3195;-6.373242;39.474583;39.474383;-6.373742;39.474465;-6.373497;
Gabo;208.88;Calle;3965;-6.400742;39.471983;39.470783;-6.402542;39.471246;-6.401783;
Juan Jose Narbon;204.38;Calle;4048;-6.363742;39.495883;39.494183;-6.366942;39.495145;-6.365347;
De Don Alvaro;75.21;Cllon;3568;-6.369842;39.473483;39.473083;-6.370742;39.473239;-6.370242;
Jara;29.47;Calle;258;-6.376342;39.456683;39.456383;-6.376542;39.456568;-6.376425;
Del Madroño;64.95;Plaza;1708;-6.375642;39.457283;39.456983;-6.376042;39.457122;-6.375812;
Canario;140.75;Calle;99;-6.392342;39.452683;39.452383;-6.394042;39.452502;-6.393125;
Caparros;142.31;Calle;4003;-6.386242;39.452583;39.452183;-6.387342;39.452342;-6.386775;
De Los Artesanos;109.36;Custa;898;-6.392842;39.196283;39.195283;-6.393442;39.195737;-6.393141;
Cordel De Ceres;127.62;Calle;4027;-6.392342;39.196183;39.195083;-6.393042;39.195618;-6.392659;
De Arrancajaras;175.59;Ronda;2076;-6.390842;39.195983;39.194583;-6.391842;39.195382;-6.391371;
Del Aire;114.44;Ronda;3496;-6.394442;39.197383;39.196383;-6.395142;39.196829;-6.394814;
De La Virgen;91.13;Paseo;1180;-6.392842;39.197083;39.196583;-6.393842;39.196841;-6.393343;
Palancares;160.21;Calle;1574;-6.393742;39.197083;39.195683;-6.394642;39.196435;-6.394145;
De La Bola;70.22;Calle;2559;-6.393742;39.197383;39.196983;-6.394542;39.197183;-6.394141;
Del Gallo;67.81;Cllon;4012;-6.370342;39.472883;39.472283;-6.370642;39.472576;-6.370418;
De La Perenguana;78.52;Cllon;4028;-6.392442;39.197383;39.196683;-6.392942;39.19698;-6.392724;
La Bula;223.26;Calle;3958;-6.364742;39.463783;39.462783;-6.367142;39.463324;-6.366037;
Barriada El Chato;163.84;Calle;3479;-6.387742;39.447283;39.446183;-6.389142;39.446696;-6.388485;
Conde De Gamazo;346.17;Avda;2148;-6.534842;39.467883;39.465583;-6.537642;39.466733;-6.536278;
Del Ferrocarril;2018.61;Avda;4142;-6.384342;39.474583;39.461083;-6.398142;39.467607;-6.390586;
Fuente Honda;81.13;Calle;4151;-6.392442;39.444283;39.443383;-6.392542;39.443822;-6.392496;
Camino De Santa Olalla;419.86;Calle;4147;-6.390942;39.444083;39.443383;-6.395742;39.443475;-6.393497;
Del Tranvia;281;Calle;4149;-6.392342;39.447783;39.446183;-6.395042;39.44703;-6.393736;
Mina Estrella;349.08;Calle;4153;-6.392542;39.447083;39.445083;-6.395742;39.446057;-6.394144;
El Lucero;216.01;Calle;4156;-6.394142;39.448583;39.446983;-6.395742;39.447778;-6.394963;
La Esperanza;74.43;Calle;4146;-6.390742;39.446083;39.445883;-6.391742;39.445974;-6.391231;
De Doña Lola;28.93;Cllon;4008;-6.371442;39.472783;39.472583;-6.371842;39.472684;-6.3716;
Alegria;171.67;Calle;3845;-6.357042;39.493983;39.492283;-6.357242;39.493148;-6.357132;
Estafeta;64.16;Calle;3777;-6.534342;39.467883;39.467283;-6.534942;39.467563;-6.534644;
De La Mina;463.52;Calle;4150;-6.391542;39.447083;39.443483;-6.394442;39.445415;-6.393227;
De Albatros;;Plaza;3499;-6.379342;39.473583;39.473183;-6.379842;39.473369;-6.379606;
De La Palmera;;Plaza;3484;-6.398842;39.464283;39.462583;-6.402842;39.463405;-6.401261;
Torneros;;Calle;4185;-6.422642;39.497583;39.491383;-6.423342;39.494736;-6.423035;
Canteros;;Calle;4189;-6.420642;39.497683;39.491883;-6.421242;39.494852;-6.420949;
Tratantes;;Calle;4187;-6.421642;39.497583;39.491583;-6.422342;39.494605;-6.42197;
Cencerreros;;Calle;4190;-6.420542;39.497683;39.497283;-6.424642;39.497542;-6.42242;
Niveladores;;Calle;4188;-6.418842;39.495383;39.492583;-6.420742;39.49378;-6.418896;
Cordeleros;;Calle;4186;-6.417342;39.497683;39.492483;-6.420642;39.495241;-6.418575;
Guillen Ferrant;;Plaza;3187;-6.367342;39.483383;39.482983;-6.367942;39.48318;-6.367659;
Cesteros;;Calle;4192;-6.417842;39.492583;39.490983;-6.425942;39.491661;-6.421684;
Aguadores;;Calle;4191;-6.419042;39.495783;39.494483;-6.425742;39.494795;-6.42201;
Tomas Martin Gil;;Plaza;3126;-6.376742;39.481883;39.481083;-6.377442;39.481526;-6.376987;
Del Agua;;Plzla;4029;;;;;39.197064;-6.393659;
Casualidad;;Calle;3480;;;;;;;
Del Marques;87.76;Custa;302;-6.369042;39.473983;39.473583;-6.370042;39.473746;-6.369572;Ciudad Monumental
De Publio Hurtado;;Plaza;2933;-6.372042;39.474083;39.473783;-6.372342;39.473941;-6.372215;San Juan
Del Socorro;39.71;Plaza;3547;-6.369442;39.475483;39.475283;-6.369742;39.475405;-6.369614;Plaza Mayor
De La Audiencia;84.91;Plaza;66;-6.369642;39.477083;39.476683;-6.370042;39.476905;-6.369814;Santiago
De Don Quijote;50.28;Plaza;3509;-6.374442;39.457283;39.456983;-6.374642;39.457165;-6.374532;Las Trescientas
De Suecia;253.57;Plaza;3660;-6.379742;39.464783;39.463783;-6.380742;39.464365;-6.380212;Los Fratres
Obra Sindical;22.12;Plaza;356;-6.377642;39.476283;39.476083;-6.377942;39.476175;-6.377769;Casas Baratas
De Austria;171.59;Plaza;3658;-6.380442;39.463783;39.463183;-6.381242;39.463478;-6.380849;Los Fratres
De Las Veletas;143.32;Plaza;2903;-6.370142;39.473183;39.472683;-6.371042;39.472931;-6.370579;Ciudad Monumental
Fernand Montlahuc;229.54;Plaza;3627;-6.367442;39.461883;39.461283;-6.368142;39.461562;-6.367788;Espíritu Santo
Vicente Barbadillo;;Plzla;3315;-6.366742;39.483583;39.483083;-6.367342;39.483373;-6.367047;San Jorge
Roque Balduque;;Plzla;3316;-6.367542;39.482883;39.482383;-6.368042;39.482688;-6.367805;San Jorge
De Santa Maria;;Plaza;2910;-6.370142;39.474883;39.474283;-6.370542;39.474566;-6.370378;Ciudad Monumental
De Santiago;;Plaza;3546;-6.368642;39.476683;39.475783;-6.369642;39.476402;-6.3691;Santiago
Luis Chamizo;;Plaza;3585;-6.368642;39.481083;39.480683;-6.369142;39.48092;-6.368907;
De Hernan Cortes;;Plaza;3584;-6.378642;39.472983;39.472383;-6.379142;39.472723;-6.37891;
De Finlandia;252.43;Plaza;3659;-6.381042;39.463183;39.462183;-6.381942;39.462665;-6.381507;
Martin Duque Fuentes;198.05;Ronda;4021;-6.371642;39.468283;39.467283;-6.373242;39.467507;-6.372516;
De San Jorge;102.8;Plaza;2259;-6.369942;39.474083;39.473583;-6.370442;39.473841;-6.370196;
Tenerias Altas;75.87;Trva;4025;-6.366742;39.475983;39.475683;-6.367642;39.475819;-6.367227;
De Hispanoamerica;54.58;Plaza;4009;-6.376642;39.463683;39.463583;-6.376942;39.46363;-6.376787;
Conde De Canilleros;37.44;Plaza;3644;-6.370342;39.475283;39.474983;-6.370642;39.475189;-6.370448;
Norte;6038.99;Ronda;4022;-6.353942;39.490383;39.474683;-6.402042;39.489901;-6.377625;
Del Naranjo;41.68;Plaza;674;-6.374842;39.457183;39.456983;-6.375442;39.457062;-6.375151;
San Blas;;Plaza;4024;-6.369442;39.479783;39.479483;-6.369742;39.479629;-6.36956;
De Islandia;;Plaza;3614;-6.381442;39.461683;39.461183;-6.382042;39.461498;-6.381702;
De La Union Europea;;Plaza;3618;-6.382642;39.468983;39.468483;-6.383542;39.468726;-6.383047;
De Andalucia;;Plaza;4005;-6.385942;39.470183;39.469683;-6.386642;39.469934;-6.386268;
Dulcinea;;Plaza;4014;-6.374042;39.457083;39.456883;-6.374242;39.457003;-6.374154;
De San Pablo;;Plaza;3595;-6.370642;39.473083;39.472783;-6.371042;39.472964;-6.370834;
Francisco Garcia Rebollo;;Plaza;3924;-6.391342;39.453983;39.453583;-6.391842;39.453765;-6.391568;
Manuel De Falla;;Plaza;4099;-6.362842;39.455083;39.454283;-6.364142;39.454733;-6.363421;
Culturas Americanas;;Plaza;4004;-6.377942;39.465883;39.465383;-6.378842;39.465676;-6.378419;
Foro De Los Balbos;;Plaza;3574;;;;;39.474404;-6.371582;
